Id,Genre,happiness,love,trust,optimism,sadness,fear,disgust,anger,lost,surprise,touched,peace
179,['love'],0,1,0,0,0,0,0,0,0,0,0,0
180,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
181,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
182,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
183,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
184,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
185,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
186,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
187,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
188,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
189,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
190,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
191,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
192,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
193,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
194,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
195,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
196,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
197,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
198,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
199,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
200,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
201,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
202,"['sadness', 'lost']",0,0,0,0,1,0,0,0,1,0,0,0
203,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
204,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
205,['love'],0,1,0,0,0,0,0,0,0,0,0,0
206,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
207,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
208,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
209,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
210,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
211,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
212,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
213,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
214,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
215,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
216,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
217,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
218,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
219,"['fear', 'peace']",0,0,0,0,0,1,0,0,0,0,0,1
220,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
221,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
222,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
223,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
224,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
225,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
226,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
227,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
228,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
229,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
230,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
231,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
232,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
233,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
234,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
235,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
236,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
237,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
238,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
239,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
240,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
241,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
242,"['sadness', 'fear']",0,0,0,0,1,1,0,0,0,0,0,0
243,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
244,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
245,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
246,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
247,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
248,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
249,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
250,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
251,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
252,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
253,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
254,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
255,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
256,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
257,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
258,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
259,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
260,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
261,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
262,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
263,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
264,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
265,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
266,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
267,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
268,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
269,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
270,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
271,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
272,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
273,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
274,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
275,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
276,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
277,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
278,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
279,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
280,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
281,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
282,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
283,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
284,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
285,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
286,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
287,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
288,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
289,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
290,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
291,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
292,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
293,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
294,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
295,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
296,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
297,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
298,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
299,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
300,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
301,"['sadness', 'fear']",0,0,0,0,1,1,0,0,0,0,0,0
302,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
303,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
304,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
305,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
306,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
307,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
308,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
309,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
310,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
311,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
312,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
313,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
314,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
315,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
316,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
317,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
318,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
319,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
320,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
321,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
322,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
323,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
324,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
325,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
326,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
327,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
328,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
329,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
330,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
331,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
332,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
333,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
334,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
335,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
336,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
337,"['trust', 'optimism']",0,0,1,1,0,0,0,0,0,0,0,0
338,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
339,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
340,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
341,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
342,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
343,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
344,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
345,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
346,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
347,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
348,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
349,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
350,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
351,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
352,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
353,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
354,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
355,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
356,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
357,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
358,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
359,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
360,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
361,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
362,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
363,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
364,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
365,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
366,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
367,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
368,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
369,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
370,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
371,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
372,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
373,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
374,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
375,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
376,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
377,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
378,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
379,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
380,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
381,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
382,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
383,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
384,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
385,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
386,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
387,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
388,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
389,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
390,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
391,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
392,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
393,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
394,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
395,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
396,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
397,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
398,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
399,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
400,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
401,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
402,"['happiness', 'love']",1,1,0,0,0,0,0,0,0,0,0,0
403,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
404,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
405,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
406,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
407,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
408,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
409,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
410,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
411,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
412,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
413,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
414,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
415,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
416,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
417,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
418,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
419,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
420,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
421,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
422,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
423,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
424,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
425,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
426,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
427,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
428,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
429,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
430,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
431,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
432,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
433,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
